train_loss,epoch,step,val_loss
2.5540456771850586,0,9,
1.8357298374176025,0,19,
1.1466217041015625,0,29,
1.0179507732391357,0,39,
0.8934437036514282,0,49,
0.8641238212585449,0,59,
0.7742257714271545,0,69,
0.7278248071670532,0,79,
0.5989894270896912,0,89,
0.5691527724266052,0,99,
0.5171383619308472,0,109,
0.46704575419425964,0,119,
0.43584558367729187,0,129,
0.4290289878845215,0,139,
0.36514541506767273,0,149,
0.33944571018218994,0,159,
0.33159446716308594,0,169,
0.3084872364997864,0,179,
0.29025664925575256,0,189,
0.2529723644256592,0,199,
0.2343745082616806,0,209,
0.2069421261548996,0,219,
0.21122123301029205,0,229,
0.21563079953193665,0,239,
0.1927333027124405,0,249,
0.18779496848583221,0,259,
0.17767943441867828,0,269,
,0,276,0.17326878011226654
0.16817861795425415,1,279,
0.15968304872512817,1,289,
0.15920937061309814,1,299,
0.14626923203468323,1,309,
0.1489497274160385,1,319,
0.1339327096939087,1,329,
0.11995109915733337,1,339,
0.13526643812656403,1,349,
0.1281614452600479,1,359,
0.11760832369327545,1,369,
0.1189480796456337,1,379,
0.10490342974662781,1,389,
0.11577419191598892,1,399,
0.11324762552976608,1,409,
0.10857431590557098,1,419,
0.09805028885602951,1,429,
0.09827520698308945,1,439,
0.1084737777709961,1,449,
0.0994936004281044,1,459,
0.08248910307884216,1,469,
0.08825123310089111,1,479,
0.08255688846111298,1,489,
0.08158016204833984,1,499,
0.08302202075719833,1,509,
0.0805949941277504,1,519,
0.08080600202083588,1,529,
0.0766528770327568,1,539,
0.07193297892808914,1,549,
,1,553,0.07430022209882736
0.06904799491167068,2,559,
0.06871556490659714,2,569,
0.07548276335000992,2,579,
0.06788085401058197,2,589,
0.0744250938296318,2,599,
0.06475739181041718,2,609,
0.0610734187066555,2,619,
0.0665677934885025,2,629,
0.06382414698600769,2,639,
0.06193020939826965,2,649,
0.059057824313640594,2,659,
0.059145718812942505,2,669,
0.05643288418650627,2,679,
0.0657476931810379,2,689,
0.05151079595088959,2,699,
0.056117210537195206,2,709,
0.05208410695195198,2,719,
0.060582663863897324,2,729,
0.05607049539685249,2,739,
0.052435252815485,2,749,
0.052673935890197754,2,759,
0.052760496735572815,2,769,
0.04731965810060501,2,779,
0.047334495931863785,2,789,
0.04773706570267677,2,799,
0.047238126397132874,2,809,
0.05003538355231285,2,819,
0.04637022688984871,2,829,
,2,830,0.046538788825273514
0.051639508455991745,3,839,
0.046224817633628845,3,849,
0.04292222112417221,3,859,
0.042582374066114426,3,869,
0.04703278839588165,3,879,
0.04037448763847351,3,889,
0.04583828151226044,3,899,
0.040576133877038956,3,909,
0.03915568068623543,3,919,
0.03707621246576309,3,929,
0.03575056791305542,3,939,
0.03854743018746376,3,949,
0.03810983523726463,3,959,
0.04201887175440788,3,969,
0.039642687886953354,3,979,
0.03808973729610443,3,989,
0.034663259983062744,3,999,
0.03789736330509186,3,1009,
0.035923950374126434,3,1019,
0.03629456087946892,3,1029,
0.037211913615465164,3,1039,
0.030975671485066414,3,1049,
0.04171369969844818,3,1059,
0.03752964735031128,3,1069,
0.033981651067733765,3,1079,
0.03256351128220558,3,1089,
0.035209059715270996,3,1099,
,3,1107,0.033528171479701996
0.036023736000061035,4,1109,
0.02964205853641033,4,1119,
0.03389027714729309,4,1129,
0.03351176530122757,4,1139,
0.03167923912405968,4,1149,
0.03135739266872406,4,1159,
0.03055151365697384,4,1169,
0.02959313802421093,4,1179,
0.031752269715070724,4,1189,
0.02995808608829975,4,1199,
0.03080064058303833,4,1209,
0.030871069058775902,4,1219,
0.030585162341594696,4,1229,
0.027646660804748535,4,1239,
0.03165234252810478,4,1249,
0.03194550797343254,4,1259,
0.02890079841017723,4,1269,
0.028140587732195854,4,1279,
0.02475052885711193,4,1289,
0.025383876636624336,4,1299,
0.025414088740944862,4,1309,
0.02656213566660881,4,1319,
0.02730443701148033,4,1329,
0.027796447277069092,4,1339,
0.02988620474934578,4,1349,
0.022893331944942474,4,1359,
0.028379330411553383,4,1369,
0.028762077912688255,4,1379,
,4,1384,0.02568403072655201
0.027169903740286827,5,1389,
0.024207251146435738,5,1399,
0.02158699557185173,5,1409,
0.02697601169347763,5,1419,
0.02375389076769352,5,1429,
0.026513580232858658,5,1439,
0.024937182664871216,5,1449,
0.028550414368510246,5,1459,
0.026011332869529724,5,1469,
0.02396530471742153,5,1479,
0.02102125622332096,5,1489,
0.02206878550350666,5,1499,
0.024722842499613762,5,1509,
0.02425520494580269,5,1519,
0.023221464827656746,5,1529,
0.02096100151538849,5,1539,
0.020244527608156204,5,1549,
0.021359898149967194,5,1559,
0.022476866841316223,5,1569,
0.020438779145479202,5,1579,
0.02171122096478939,5,1589,
0.022014442831277847,5,1599,
0.0219814945012331,5,1609,
0.019328579306602478,5,1619,
0.024883490055799484,5,1629,
0.020193928852677345,5,1639,
0.019402138888835907,5,1649,
0.02381080947816372,5,1659,
,5,1661,0.020586218684911728
0.02177225984632969,6,1669,
0.020111901685595512,6,1679,
0.020037442445755005,6,1689,
0.02233237214386463,6,1699,
0.020560117438435555,6,1709,
0.022190863266587257,6,1719,
0.018858151510357857,6,1729,
0.017596734687685966,6,1739,
0.018838945776224136,6,1749,
0.017517199739813805,6,1759,
0.018960658460855484,6,1769,
0.01953047513961792,6,1779,
0.019656216725707054,6,1789,
0.019458049908280373,6,1799,
0.017921829596161842,6,1809,
0.01728578470647335,6,1819,
0.017793217673897743,6,1829,
0.01649589091539383,6,1839,
0.01765148900449276,6,1849,
0.016720928251743317,6,1859,
0.01721797324717045,6,1869,
0.01978711597621441,6,1879,
0.02013500966131687,6,1889,
0.015258627012372017,6,1899,
0.015962759032845497,6,1909,
0.017684249207377434,6,1919,
0.014656602405011654,6,1929,
,6,1938,0.017114605754613876
0.017257019877433777,7,1939,
0.018623586744070053,7,1949,
0.01763497106730938,7,1959,
0.01661018654704094,7,1969,
0.01819957233965397,7,1979,
0.013949834741652012,7,1989,
0.014465621672570705,7,1999,
0.018703436478972435,7,2009,
0.014945699833333492,7,2019,
0.017272399738430977,7,2029,
0.016657818108797073,7,2039,
0.01389667671173811,7,2049,
0.01512893009930849,7,2059,
0.015529525466263294,7,2069,
0.01443021185696125,7,2079,
0.01839536987245083,7,2089,
0.013435662724077702,7,2099,
0.013155220076441765,7,2109,
0.015042739920318127,7,2119,
0.014267904683947563,7,2129,
0.015258939936757088,7,2139,
0.014981585554778576,7,2149,
0.016147805377840996,7,2159,
0.015500353649258614,7,2169,
0.013910401612520218,7,2179,
0.016922175884246826,7,2189,
0.015960652381181717,7,2199,
0.01282533723860979,7,2209,
,7,2215,0.014637275598943233
0.01536174863576889,8,2219,
0.014714060351252556,8,2229,
0.014370010234415531,8,2239,
0.013882836326956749,8,2249,
0.013544771820306778,8,2259,
0.015834378078579903,8,2269,
0.013195037841796875,8,2279,
0.013089488260447979,8,2289,
0.012807289138436317,8,2299,
0.013662493787705898,8,2309,
0.011159559711813927,8,2319,
0.013261782936751842,8,2329,
0.01519632525742054,8,2339,
0.014312383718788624,8,2349,
0.013680382631719112,8,2359,
0.013213994912803173,8,2369,
0.012480329722166061,8,2379,
0.014670324511826038,8,2389,
0.011652232147753239,8,2399,
0.015322740189731121,8,2409,
0.01514159794896841,8,2419,
0.010409532114863396,8,2429,
0.014313152991235256,8,2439,
0.012629990465939045,8,2449,
0.012307931669056416,8,2459,
0.014400068670511246,8,2469,
0.012338383123278618,8,2479,
0.012290441431105137,8,2489,
,8,2492,0.012785621918737888
0.013939798809587955,9,2499,
0.013353453949093819,9,2509,
0.013147126883268356,9,2519,
0.013273046351969242,9,2529,
0.011303948238492012,9,2539,
0.012163685634732246,9,2549,
0.011448380537331104,9,2559,
0.011653507128357887,9,2569,
0.013900009915232658,9,2579,
0.013155779801309109,9,2589,
0.01370655745267868,9,2599,
0.011061468161642551,9,2609,
0.01035922672599554,9,2619,
0.011653837747871876,9,2629,
0.011171522550284863,9,2639,
0.013497465290129185,9,2649,
0.012565342709422112,9,2659,
0.011698871850967407,9,2669,
0.013524971902370453,9,2679,
0.011112689971923828,9,2689,
0.012463903054594994,9,2699,
0.012548835016787052,9,2709,
0.0122506283223629,9,2719,
0.01131457183510065,9,2729,
0.01002435851842165,9,2739,
0.011248110793530941,9,2749,
0.011602168902754784,9,2759,
0.011783728376030922,9,2769,
,9,2769,0.01129074301570654
0.01157422922551632,10,2779,
0.011165747418999672,10,2789,
0.013190243393182755,10,2799,
0.010660184547305107,10,2809,
0.010768761858344078,10,2819,
0.011355552822351456,10,2829,
0.011274340562522411,10,2839,
0.01100659929215908,10,2849,
0.010569463483989239,10,2859,
0.009889441542327404,10,2869,
0.009925718419253826,10,2879,
0.011549430899322033,10,2889,
0.008904281072318554,10,2899,
0.01225067488849163,10,2909,
0.009589716792106628,10,2919,
0.008965607732534409,10,2929,
0.011351415887475014,10,2939,
0.011917985044419765,10,2949,
0.010308158583939075,10,2959,
0.009287917986512184,10,2969,
0.010915587656199932,10,2979,
0.008833344094455242,10,2989,
0.009301869198679924,10,2999,
0.010321566835045815,10,3009,
0.009236178360879421,10,3019,
0.009228432551026344,10,3029,
0.011044141836464405,10,3039,
,10,3046,0.010051009245216846
0.010879755951464176,11,3049,
0.008500472642481327,11,3059,
0.009251540526747704,11,3069,
0.008652450516819954,11,3079,
0.009611529298126698,11,3089,
0.00915032159537077,11,3099,
0.007434278726577759,11,3109,
0.009208999574184418,11,3119,
0.010145699605345726,11,3129,
0.008038968779146671,11,3139,
0.009995326399803162,11,3149,
0.00814739242196083,11,3159,
0.008762740530073643,11,3169,
0.009664775803685188,11,3179,
0.009044707752764225,11,3189,
0.009420282207429409,11,3199,
0.009231246076524258,11,3209,
0.01134162675589323,11,3219,
0.011101125739514828,11,3229,
0.007351374719291925,11,3239,
0.008342590183019638,11,3249,
0.008249384351074696,11,3259,
0.008385414257645607,11,3269,
0.010024886578321457,11,3279,
0.010156289674341679,11,3289,
0.009014762006700039,11,3299,
0.0086665665730834,11,3309,
0.008035007864236832,11,3319,
,11,3323,0.009028956294059753
0.007781486492604017,12,3329,
0.008862021379172802,12,3339,
0.010418410412967205,12,3349,
0.007896864786744118,12,3359,
0.00975362490862608,12,3369,
0.007858198136091232,12,3379,
0.0076930890791118145,12,3389,
0.01000172272324562,12,3399,
0.009649599902331829,12,3409,
0.008779827505350113,12,3419,
0.007935264147818089,12,3429,
0.007809138391166925,12,3439,
0.008099343627691269,12,3449,
0.010254189372062683,12,3459,
0.007313006557524204,12,3469,
0.009052848443388939,12,3479,
0.007873463444411755,12,3489,
0.011162461712956429,12,3499,
0.007840706035494804,12,3509,
0.008936028927564621,12,3519,
0.007850851863622665,12,3529,
0.00879764836281538,12,3539,
0.007827414199709892,12,3549,
0.007719863671809435,12,3559,
0.007269006222486496,12,3569,
0.007841234095394611,12,3579,
0.009923971258103848,12,3589,
0.008453011512756348,12,3599,
,12,3600,0.008178752847015858
0.009147876873612404,13,3609,
0.008602919988334179,13,3619,
0.006625156383961439,13,3629,
0.008289397694170475,13,3639,
0.009233787655830383,13,3649,
0.007643705699592829,13,3659,
0.008987748064100742,13,3669,
0.007956638932228088,13,3679,
0.006923156790435314,13,3689,
0.006336766295135021,13,3699,
0.006267288699746132,13,3709,
0.006710362620651722,13,3719,
0.0072947400622069836,13,3729,
0.008745891973376274,13,3739,
0.007767675444483757,13,3749,
0.007610764820128679,13,3759,
0.0067426105961203575,13,3769,
0.008412325754761696,13,3779,
0.007870257832109928,13,3789,
0.0072288778610527515,13,3799,
0.008184012025594711,13,3809,
0.005916873924434185,13,3819,
0.008577768690884113,13,3829,
0.00796431116759777,13,3839,
0.006612057331949472,13,3849,
0.007450244855135679,13,3859,
0.007867706939578056,13,3869,
,13,3877,0.007466639392077923
0.009395620785653591,14,3879,
0.006275621708482504,14,3889,
0.009721187874674797,14,3899,
0.007251495961099863,14,3909,
0.007483778055757284,14,3919,
0.006864858791232109,14,3929,
0.008457193151116371,14,3939,
0.006760755553841591,14,3949,
0.006981872953474522,14,3959,
0.006899369414895773,14,3969,
0.007116380147635937,14,3979,
0.007541085593402386,14,3989,
0.0076707289554178715,14,3999,
0.007168827578425407,14,4009,
0.008162890560925007,14,4019,
0.008408949710428715,14,4029,
0.007245334330946207,14,4039,
0.00637131417170167,14,4049,
0.005666500423103571,14,4059,
0.005682786460965872,14,4069,
0.005649023223668337,14,4079,
0.006858636159449816,14,4089,
0.007203707471489906,14,4099,
0.007302985060960054,14,4109,
0.007203602232038975,14,4119,
0.005781793966889381,14,4129,
0.008210737258195877,14,4139,
0.008514080196619034,14,4149,
,14,4154,0.006861673668026924
0.008109199814498425,15,4159,
0.0057435971684753895,15,4169,
0.005735206417739391,15,4179,
0.007721033412963152,15,4189,
0.006256689317524433,15,4199,
0.007437720894813538,15,4209,
0.006880398374050856,15,4219,
0.008492695167660713,15,4229,
0.007186929229646921,15,4239,
0.007167869247496128,15,4249,
0.005695453844964504,15,4259,
0.0066146282479166985,15,4269,
0.006851074751466513,15,4279,
0.007431304082274437,15,4289,
0.006607390474528074,15,4299,
0.0062231384217739105,15,4309,
0.005600927397608757,15,4319,
0.0062319752760231495,15,4329,
0.00611095130443573,15,4339,
0.005999797023832798,15,4349,
0.0062227011658251286,15,4359,
0.0060279774479568005,15,4369,
0.005878809839487076,15,4379,
0.0054170540533959866,15,4389,
0.007995499297976494,15,4399,
0.006888380274176598,15,4409,
0.005705985240638256,15,4419,
0.0073792217299342155,15,4429,
,15,4431,0.006341531872749329
0.00708478968590498,16,4439,
0.005954537075012922,16,4449,
0.006026409566402435,16,4459,
0.0074878172017633915,16,4469,
0.005782057996839285,16,4479,
0.008052716962993145,16,4489,
0.005807910580188036,16,4499,
0.004894822370260954,16,4509,
0.005675932392477989,16,4519,
0.005457601044327021,16,4529,
0.006104886997491121,16,4539,
0.006265413016080856,16,4549,
0.006495925597846508,16,4559,
0.006129723973572254,16,4569,
0.0052258046343922615,16,4579,
0.005749349482357502,16,4589,
0.005485334433615208,16,4599,
0.005958430469036102,16,4609,
0.006163321435451508,16,4619,
0.005528650712221861,16,4629,
0.005762671586126089,16,4639,
0.007335631176829338,16,4649,
0.007865732535719872,16,4659,
0.004792282357811928,16,4669,
0.00642210291698575,16,4679,
0.006223960779607296,16,4689,
0.005490170791745186,16,4699,
,16,4708,0.005888831336051226
0.006239310838282108,17,4709,
0.007162598893046379,17,4719,
0.006172615569084883,17,4729,
0.005567868240177631,17,4739,
0.005994951352477074,17,4749,
0.004371084272861481,17,4759,
0.004241514019668102,17,4769,
0.0072559635154902935,17,4779,
0.005325155332684517,17,4789,
0.006340526510030031,17,4799,
0.006159560289233923,17,4809,
0.004523535259068012,17,4819,
0.005318444687873125,17,4829,
0.006223217584192753,17,4839,
0.005080660805106163,17,4849,
0.0076084621250629425,17,4859,
0.004752441309392452,17,4869,
0.004537293221801519,17,4879,
0.006497568916529417,17,4889,
0.004816050641238689,17,4899,
0.006385080516338348,17,4909,
0.005986528471112251,17,4919,
0.006625713314861059,17,4929,
0.0062412079423666,17,4939,
0.00511124124750495,17,4949,
0.006096281111240387,17,4959,
0.005990210454910994,17,4969,
0.004473857115954161,17,4979,
,17,4985,0.0054951012134552
0.005843135062605143,18,4989,
0.005296486429870129,18,4999,
0.005490828771144152,18,5009,
0.004812450148165226,18,5019,
0.005056194961071014,18,5029,
0.005683808587491512,18,5039,
0.005000911187380552,18,5049,
0.005024816375225782,18,5059,
0.004797009751200676,18,5069,
0.005196749232709408,18,5079,
0.0038137815427035093,18,5089,
0.00479885982349515,18,5099,
0.006111441645771265,18,5109,
0.006002797745168209,18,5119,
0.006040711887180805,18,5129,
0.005276089534163475,18,5139,
0.00587682006880641,18,5149,
0.005191999953240156,18,5159,
0.004959499929100275,18,5169,
0.005786312278360128,18,5179,
0.005777804646641016,18,5189,
0.0038893839810043573,18,5199,
0.005992184858769178,18,5209,
0.005306357517838478,18,5219,
0.004717646632343531,18,5229,
0.006499026902019978,18,5239,
0.004670175723731518,18,5249,
0.005217662081122398,18,5259,
,18,5262,0.005152099300175905
0.005678698420524597,19,5269,
